	factor	influence_score	target_score	G_score	direct_targets	factor_fc	padj	KC2Hep	HSC2Hep	LSEC2Hep	TotalSpec	Newinfluence
194	Smarcb1	0.0208333333333333	13.1668513860901	0.0051761051368962	7.33333333333333	0.0051761051368962	5.9048820855762e-51	NA	NA	NA	0	0.25
195	Smarcc1	0.188898625321039	21.1224827652582	0.0778117609548197	65	0.0778117609548197	9.79707035479513e-52	NA	NA	NA	0	0.25
196	Smc3	0.123511904761905	59.7850137822115	0.00246094493841423	707.666666666667	0.00246094493841423	1.1847536247941e-47	NA	NA	NA	0	0.25
197	Sox5	0.420940170940171	27.0572910064852	0.737828940214977	85.3333333333333	0.737828940214977	0	1	0	0	1	0.355235042735043
198	Sox6	0.497322481158688	100.62729055228	0.578619962544148	1660	0.587703363728614	0.059514759804532	1	0	0	1	0.374330620289672
199	Sp3	0.0193452380952381	14.3257094782908	0.0009253792145085	13.6666666666667	0.0009253792145085	6.4002191729318e-30	NA	NA	NA	0	0.25
200	Srebf1	0.766240105679761	133.754877054366	0.344278056180194	1382	0.344278056180194	1.32036190240243e-171	1	1	1	3	0.824680079259821
201	Srebf2	0.286826081007115	70.5287912607243	0.0346460771118006	734	0.0346460771118006	5.26147532142517e-56	NA	NA	NA	0	0.25
202	Stat2	0.17742673992674	47.0053467664424	0.0461888337408391	120	0.0461888337408391	3.78395899344233e-31	NA	NA	NA	0	0.25
203	Stat3	0.0505952380952381	15.3806239186389	0.0189506617197015	18	0.0189506617197015	6.2104796360832e-51	NA	NA	NA	0	0.25
204	Stat5a	0.483999357921772	150.735667427549	0.0550055898420498	2262.66666666667	0.0550055898420498	4.44923916481523e-51	NA	NA	NA	0	0.25
205	Stat5b	0.731103427224117	139.148623731837	0.219592501287294	1764.66666666667	0.219592501287294	1.58475479751762e-73	1	1	0	2	0.615551713612058
206	Taf1	0.137349480021894	32.9652497927833	0.0525413262904108	53.3333333333333	0.0525413262904108	6.19734045137347e-26	NA	NA	NA	0	0.25
207	Tbp	0.0597632731253421	33.4587572854119	0.0119322924735968	60.6666666666667	0.0119322924735968	9.33805373498283e-25	NA	NA	NA	0	0.25
208	Tbx3	0.709525388404699	134.086370144951	0.213255039961935	1675.66666666667	0.213255039961935	1.07851182204418e-170	0	1	0	1	0.427381347101175
209	Tcf12	0.236607142857143	33.2140558081256	0.159946930511782	150.333333333333	0.159946930511782	0	1	0	0	1	0.309151785714286
210	Tcf20	0.400583133341754	19.2245332945765	0.288861988526759	42.6666666666667	0.288861988526759	5.1692064826166e-70	NA	NA	NA	0	0.25
211	Tcf7l1	0.266369047619048	120.681889899629	0.0454739793460813	3368.33333333333	0.0454739793460813	0	1	0	0	1	0.316592261904762
212	Tcf7l2	0.288461538461538	78.9036851172459	0.177875477664752	1403.66666666667	0.177875477664752	0	0	0	1	1	0.322115384615385
213	Tead1	0.353441697191697	130.456427390926	0.10781488482299	3076	0.10781488482299	4.12979072335783e-21	1	0	0	1	0.338360424297924
214	Tef	0.694897056966022	130.830098520514	0.31060870765651	2809.66666666667	0.31060870765651	2.57662103574137e-55	0	1	1	2	0.597448528483011
215	Tenm3	0.9701762557366	567.992550223337	0.497144047548252	29538.6666666667	0.497144047548252	2.11390987662976e-236	1	1	1	3	0.97763219180245
216	Terf2	0.0491071428571428	23.581438436255	0.00825619024408107	51.3333333333333	0.00825619024408107	2.64222588549865e-100	NA	NA	NA	0	0.25
217	Tfcp2	0.170138888888889	44.694107973386	0.0438470159479409	173	0.0438470159479409	1.22257521729375e-144	NA	NA	NA	0	0.25
218	Tfdp1	0.286833975411562	75.4204225995332	0.0653038082062223	330.333333333333	0.0653038082062223	8.2099524171356e-33	NA	NA	NA	0	0.25
219	Tfdp2	0.325434981684982	67.3382088868881	0.0976750111014886	564.666666666667	0.0976750111014886	2.00480511881886e-300	1	0	0	1	0.331358745421245
220	Tfeb	0.261346890657235	55.8107599646833	0.0409126360844054	1317.33333333333	0.0409126360844054	1.0421411266414e-66	NA	NA	NA	0	0.25
221	Tgif1	0.347627468317123	110.379646549478	0.0308651136683781	1374.66666666667	0.0308651136683781	1.10987626388061e-67	NA	NA	NA	0	0.25
222	Thap2	0.135416666666667	45.8794827386852	0.016684279799737	374.666666666667	0.016684279799737	1.02512935220188e-227	NA	NA	NA	0	0.25
223	Thrb	0.944654961896341	224.463897657288	1.03309526366591	5313.66666666667	1.03309526366591	5.24337106628233e-195	1	1	1	3	0.958491221422256
224	Topors	0.00574712643678161	0	0.00392212813997563	0.333333333333333	0.00392212813997563	3.08872014696368e-16	NA	NA	NA	0	0.25
225	Traf4	0.486751873605322	90.9540887904041	0.115919716159915	665.333333333333	0.115919716159915	1.20750477149861e-101	NA	NA	NA	0	0.25
226	Trim28	0.721653825102101	141.188308715665	0.427539373386129	4725.33333333333	0.427539373386129	4.14556518166967e-268	0	1	1	2	0.61082691255105
227	Ube2a	0.0919540229885057	0	0.049754204007428	0.333333333333333	0.049754204007428	4.45565197681327e-85	NA	NA	NA	0	0.25
228	Ube2b	0.118773946360153	0	0.0766124587678397	0.333333333333333	0.0766124587678397	3.14448676590601e-79	NA	NA	NA	0	0.25
229	Ubp1	0.138592848722159	34.8539890996206	0.0467608061686887	75.3333333333333	0.0467608061686887	3.57424628559073e-26	NA	NA	NA	0	0.25
230	Usf2	0.109195402298851	9.76598228867538	0.049144048730116	4	0.049144048730116	5.1884505736533e-97	NA	NA	NA	0	0.25
231	Vtn	0.612263694160246	45.9347453103799	1.01515648498848	117.333333333333	1.01515648498848	0	NA	NA	NA	0	0.25
232	Wrnip1	0.122819828638794	24.4594813664282	0.053042618433742	36.6666666666667	0.053042618433742	2.80697696818444e-60	NA	NA	NA	0	0.25
233	Ybx1	0.256704980842912	20.4403128312416	0.198838144277422	193.333333333333	0.198838144277422	5.60850255853057e-261	0	1	0	1	0.314176245210728
234	Yy1	0.182950191570881	38.0840254151994	0.0444840978848392	100.333333333333	0.0444840978848392	9.14117346401533e-47	NA	NA	NA	0	0.25
235	Zbtb16	0.662445791756137	127.217595063949	0.417163197956307	1502	0.417163197956307	1.95693910539841e-12	1	0	1	2	0.581222895878068
236	Zbtb7b	0.0814176245210728	10.8540445784003	0.0386953331020048	18.6666666666667	0.0386953331020048	6.09923984354067e-70	NA	NA	NA	0	0.25
237	Zbtb7c	0.599930002947244	133.867461700927	0.220029120365439	2311.33333333333	0.220029120365439	2.90283592030447e-31	0	0	1	1	0.399982500736811
238	Zeb1	0.446394362342638	117.46301578454	0.227403464981433	2420.66666666667	0.227403464981433	1.30763036983253e-11	1	0	0	1	0.36159859058566
239	Zfhx2	0.257902298850575	58.0729014698582	0.0392815574856618	686.666666666667	0.0392815574856618	2.30083718281385e-96	NA	NA	NA	0	0.25
240	Zfhx3	0.0297619047619048	22.6461634076559	0	43	0.00533142090848567	0.0597267997715187	NA	NA	NA	0	0.25
241	Zfp110	0.0229885057471264	10.6944636884534	0.00763149776614323	32.6666666666667	0.00763149776614323	2.64172585108285e-33	NA	NA	NA	0	0.25
242	Zfp143	0.0739929371394889	33.9048365576561	0.0224300055037865	55.3333333333333	0.0224300055037865	6.77539490356567e-25	NA	NA	NA	0	0.25
243	Zfp146	0.40211070060208	127.040342078732	0.0427453193461496	1450	0.0427453193461496	8.47280634338473e-45	NA	NA	NA	0	0.25
244	Zfp148	0.317269536019536	61.5930799324134	0.112496201135262	499	0.112496201135262	1.23552568154549e-10	1	0	0	1	0.329317384004884
245	Zfp219	0.161727400951539	42.5954589422175	0.0282336786417125	380	0.0282336786417125	2.34482145650498e-37	NA	NA	NA	0	0.25
246	Zfp24	0.0480979748221128	16.3270763739437	0.0064566350631353	113	0.0064566350631353	3.37451656153117e-17	NA	NA	NA	0	0.25
247	Zfp260	0.0982142857142857	38.7076482863279	0.00559233822385673	229	0.00559233822385673	1.83753499146872e-83	NA	NA	NA	0	0.25
248	Zfp281	0.0727969348659004	23.3430433930258	0.000527440072959033	202.666666666667	0.000527440072959033	1.79621392535168e-11	NA	NA	NA	0	0.25
249	Zfp317	0.015736179529283	0.14767218145513	0.0160312137359059	5.66666666666667	0.0160312137359059	6.48299034289657e-27	NA	NA	NA	0	0.25
250	Zfp322a	0.0803742474001095	34.7251706792389	0.0190819299110442	71	0.0190819299110442	5.5012056820208e-22	NA	NA	NA	0	0.25
251	Zfp329	0.102678571428571	40.7944036191763	0.0062760265176734	250.333333333333	0.0062760265176734	9.87690924535177e-104	NA	NA	NA	0	0.25
252	Zfp369	0.0478927203065134	11.9515540844111	0.00995028049830847	74	0.00995028049830847	2.24175920624629e-51	NA	NA	NA	0	0.25
253	Zfp384	0.078544061302682	17.0730226869476	0.00918871457252417	153.666666666667	0.00918871457252417	6.77284837976657e-43	NA	NA	NA	0	0.25
254	Zfp397	0.0223214285714286	0.610674453542232	0.00962673418496483	10	0.00962673418496483	6.53456395244233e-112	NA	NA	NA	0	0.25
255	Zfp410	0.155257936507937	33.3030607570912	0.0449468391982332	52.6666666666667	0.0449468391982332	2.63371858978865e-43	NA	NA	NA	0	0.25
256	Zfp426	0.332266272999032	101.285543807938	0.0449661189500598	1130.33333333333	0.0449661189500598	9.35122336148477e-30	NA	NA	NA	0	0.25
257	Zfp467	0.0632183908045977	18.5866683624525	0.00414141264298887	89.3333333333333	0.00414141264298887	1.83261453499841e-17	NA	NA	NA	0	0.25
258	Zfp523	0.269282082859669	71.8942492730526	0.041109583432355	525.333333333333	0.041109583432355	7.79667492629223e-35	NA	NA	NA	0	0.25
259	Zfp652	0.175595238095238	46.936046444709	0.034852848413654	313.333333333333	0.034852848413654	1.25442546026072e-199	NA	NA	NA	0	0.25
260	Zfp740	0.0459770114942529	16.6394969708735	0.0030655444958091	103.666666666667	0.0030655444958091	7.20259379518133e-21	NA	NA	NA	0	0.25
261	Zfp809	0.364205717653994	68.1489919844149	0.132724428660249	288	0.132724428660249	9.70372458430053e-38	NA	NA	NA	0	0.25
262	Zfp825	0.347238011031114	77.8393589131156	0.0707649119486899	967	0.0707649119486899	5.6096123098093e-79	NA	NA	NA	0	0.25
263	Zfx	0.0765770388615216	30.2695273851437	0.0192090610591932	75	0.0192090610591932	4.2521500932474e-22	NA	NA	NA	0	0.25
264	Zkscan1	0.503990621447518	75.6841279108711	0.152579751448007	534	0.152579751448007	2.13009395086421e-107	NA	NA	NA	0	0.25
265	Zkscan3	0.325750757862827	33.6344995178865	0.138727935765534	158.666666666667	0.138727935765534	0.00076648487050945	NA	NA	NA	0	0.25
266	Zkscan5	0.257443107658625	56.2392453420543	0.0471140766940392	320	0.0471140766940392	7.9780992396847e-46	NA	NA	NA	0	0.25
267	Zscan26	0.334804324028462	71.0119802825799	0.0682695657337715	832.333333333333	0.0682695657337715	4.54190994682093e-36	NA	NA	NA	0	0.25
