	factor	influence_score	target_score	G_score	direct_targets	factor_fc	padj	KC2HSC	LSEC2HSC	Hep2HSC	TotalSpec	Newinfluence
197	Sp100	0.397421690307329	129.150621488188	0.274844952433068	6406.33333333333	0.298313375243968	0.0309416748200011	0	0	1	1	0.349355422576832
198	Sp3	0.423782194848824	108.806897423327	0.117833765539779	634.666666666667	0.149588933185284	0.333333333471177	NA	NA	NA	0	0.25
199	Sp4	0.364493903197711	108.569473404727	0.0924248969162867	550.333333333333	0.0924248969162867	0.000346654919851878	NA	NA	NA	0	0.25
200	Srebf1	0.0867141812865497	51.6731000156755	0.0286171523268221	141.333333333333	0.0495034045160047	0.289678569618099	NA	NA	NA	0	0.25
201	Stat1	0.225177304964539	35.6488995523385	0.101276815556189	227.666666666667	0.101276815556189	1.92303201684561e-107	NA	NA	NA	0	0.25
202	Stat2	0.126543641906184	75.3057806458512	0.049605271058964	218	0.071171305187877	0.311039781606767	NA	NA	NA	0	0.25
203	Stat3	0.0407062647754137	45.9692329715447	0.00823925006525057	95.3333333333333	0.0354291618502026	0.0229314401640788	NA	NA	NA	0	0.25
204	Stat5b	0.0920138888888889	28.4092987713372	0.0598148523654423	66.6666666666667	0.0598148523654423	3.22694270785967e-23	NA	NA	NA	0	0.25
205	Stat6	0.214539007092199	48.8264258119196	0.0469011481349577	601	0.0469011481349577	5.82086372695453e-29	NA	NA	NA	0	0.25
206	Taf1	0.0798611111111111	31.905368148878	0.0402670868119393	92	0.0402670868119393	2.7276634946584e-25	NA	NA	NA	0	0.25
207	Tbx2	0.391659278959811	76.1485889767686	0.17508216934389	536	0.17508216934389	0	NA	NA	NA	0	0.25
208	Tbx20	0.967470760233918	316.38511528184	0.797550873891975	20233	0.797550873891975	0	1	1	1	3	0.975603070175438
209	Tcf12	0.701711615030484	109.016171450903	0.63413700440222	614	0.63413700440222	2.29226326338248e-74	1	0	0	1	0.425427903757621
210	Tcf20	0.17891081871345	26.9193794224391	0.128362713671342	125	0.128362713671342	7.56849534682975e-22	NA	NA	NA	0	0.25
211	Tcf21	0.952172374642279	383.817200895747	0.619298252068613	24839.6666666667	0.619298252068613	0	1	1	1	3	0.964129280981709
212	Tcf4	0.540669326241135	74.4333272846077	0.92034440978018	396	0.92034440978018	0	1	0	1	2	0.520334663120567
213	Tcf7l1	0.445921985815603	91.1279365042022	0.283495398451539	752.666666666667	0.283495398451539	1.83893193451948e-127	1	0	0	1	0.361480496453901
214	Tcf7l2	0.281075027995521	51.3492937652999	0.232569952532699	197.333333333333	0.232569952532699	1.07753989778732e-05	0	1	0	1	0.32026875699888
215	Tead1	0.971872278213264	378.792773255157	0.908272671777701	20584	0.908272671777701	0	1	1	1	3	0.978904208659948
216	Tef	0.282255116959064	57.3838958143707	0.157575206054449	315.333333333333	0.157575206054449	1.04172420262875e-14	NA	NA	NA	0	0.25
217	Tfcp2	0.326983793704118	101.680775314655	0.104252762893162	539	0.134455636365772	0.255846242191196	NA	NA	NA	0	0.25
218	Tfdp2	0.755571886275974	153.971277595805	0.353701976287024	1915.66666666667	0.353701976287024	4.4114005001952e-34	1	0	1	2	0.627785943137987
219	Thap2	0.158722937663307	93.003102986701	0.0405379058390412	459	0.0405379058390412	0.00104333888188301	NA	NA	NA	0	0.25
220	Thap3	0.234305011198208	95.1367339416072	0.0698687694002053	468.333333333333	0.0698687694002053	1.13912799822716e-05	NA	NA	NA	0	0.25
221	Thra	0.503619976359338	92.4047097453794	0.214518474158421	583.666666666667	0.214518474158421	0	1	0	1	2	0.501809988179669
222	Thrb	0.519736842105263	89.0147700396833	0.300494966293322	797	0.300494966293322	3.28637513499825e-53	1	1	0	2	0.509868421052632
223	Tprgl	0.129432624113475	32.6213604884038	0.0397643358114673	220	0.0397643358114673	6.90416285228947e-38	NA	NA	NA	0	0.25
224	Trp53	0.0868794326241135	33.6848554706338	0	237	0.00772730341472623	0.0438121934634513	NA	NA	NA	0	0.25
225	Trps1	0.278368794326241	64.9440056780897	0.0771596305215733	1002	0.0771596305215733	0	0	0	1	1	0.31959219858156
226	Ubp1	0.118146929824561	55.1862183536071	0.0405270690790279	200.666666666667	0.0405270690790279	1.4711245358122e-06	NA	NA	NA	0	0.25
227	Vezf1	0.453235815602837	83.1722235485789	0.18303205722812	418.666666666667	0.18303205722812	9.09349469210427e-126	0	0	1	1	0.363308953900709
228	Vtn	0.279970760233918	77.9845949196018	0.0718283904468557	532	0.0781594362072117	0.117634030232074	NA	NA	NA	0	0.25
229	Ybx3	0.149416371158392	52.275871242732	0.0765484861087	128	0.0765484861087	7.77659689668791e-17	NA	NA	NA	0	0.25
230	Zbtb16	0.410179093567251	58.6411362718121	0.381868914896116	275.333333333333	0.381868914896116	0	NA	NA	NA	0	0.25
231	Zbtb4	0.23936170212766	41.4363699452692	0.0871693949965583	362.666666666667	0.0871693949965583	0	0	0	1	1	0.309840425531915
232	Zbtb7a	0.163120567375887	45.1159565039474	0.0287662330437308	459	0.0287662330437308	0.0073208264162071	NA	NA	NA	0	0.25
233	Zbtb7c	0.434210526315789	107.437328644445	0.139643159294516	2647.33333333333	0.139643159294516	0	0	1	0	1	0.358552631578947
234	Zeb1	0.277777777777778	60.567175464393	0.184468870774518	652.666666666667	0.184468870774518	0	1	0	0	1	0.319444444444444
235	Zeb2	0.847018088216996	118.355704068109	1.99200160390727	996	1.99200160390727	0	1	1	1	3	0.885263566162747
236	Zfhx3	0.543169481771805	84.5261120402267	0.476762784054581	332	0.476762784054581	7.48417824343493e-88	NA	NA	NA	0	0.25
237	Zfp148	0.455106071917382	139.431441615284	0.105047642120715	1374.33333333333	0.153213899987738	0.579177028463861	1	0	0	1	0.363776517979346
238	Zfp260	0.14878841607565	57.767106879272	0.0712262228020959	185	0.0712262228020959	1.39718071649329e-06	NA	NA	NA	0	0.25
239	Zfp322a	0.0520833333333333	30.0307494353839	0.0171147908598344	86	0.0171147908598344	0.000101516024731687	NA	NA	NA	0	0.25
240	Zfp329	0.129358747044917	60.0581891328587	0.0586949702349246	193.333333333333	0.0586949702349246	0.0039879893770846	NA	NA	NA	0	0.25
241	Zfp397	0.0510121158392435	48.7740001012339	0.0175818233373662	127.333333333333	0.0175818233373662	0.000516262185943468	NA	NA	NA	0	0.25
242	Zfp652	0.247783687943262	79.5410630941469	0.0604995645213527	407	0.0861462806290515	0.205071646032081	NA	NA	NA	0	0.25
243	Zfp809	0.320175438596491	81.483700650181	0.0978062814249653	685.333333333333	0.0978062814249653	1.84368281046026e-56	NA	NA	NA	0	0.25
244	Zfx	0.0451388888888889	30.7227972035742	0	69.6666666666667	0.0162526848143204	0.118434024597154	NA	NA	NA	0	0.25
245	Zkscan3	0.0277777777777778	11.3136002589286	0.0360042864816387	14.3333333333333	0.0360042864816387	5.87445898677597e-08	NA	NA	NA	0	0.25
246	Zscan26	0.0364583333333333	13.2290969690293	0.039359150914773	23.3333333333333	0.039359150914773	1.63705261000215e-26	NA	NA	NA	0	0.25
