	factor	influence_score	target_score	G_score	direct_targets	factor_fc	padj	KC2LSEC	HSC2LSEC	Hep2LSEC	TotalSpec	Newinfluence
198	Herpud1	0.377633477633478	45.4566000301546	0.213081611570176	120.333333333333	0.213081611570176	6.33266134545083e-192	NA	NA	NA	0	0.25
199	Hes1	0.657071597812339	88.3750879402021	0.487672974364875	575.666666666667	0.487672974364875	3.48268729661493e-240	NA	NA	NA	0	0.25
200	Hif1a	0.408704327222846	57.9145617038238	0.189155455008578	437	0.189155455008578	8.95460393511547e-136	NA	NA	NA	0	0.25
201	Hinfp	0.168556820408672	68.2567279210225	0.0513229204806569	169	0.0513229204806569	1.66151147212997e-06	NA	NA	NA	0	0.25
202	Hivep2	0.197691197691198	30.1183226059455	0.0451201119552317	194.666666666667	0.0451201119552317	0	NA	NA	NA	0	0.25
203	Hltf	0.0611992945326279	30.645002390457	0.0312834593062207	116	0.0312834593062207	1.47382571797186e-19	NA	NA	NA	0	0.25
204	Hmbox1	0.123809523809524	27.3417634473502	0.048812056612367	77.3333333333333	0.048812056612367	5.10642553265033e-74	NA	NA	NA	0	0.25
205	Hoxb2	0.417273261717706	91.6854604157149	0.159388148787565	1111.33333333333	0.159388148787565	8.13472720711487e-56	NA	NA	NA	0	0.25
206	Hsf1	0.16711916341546	67.1290811324724	0.0666276001904022	97.3333333333333	0.0666276001904022	5.49887590232927e-28	NA	NA	NA	0	0.25
207	Ikzf2	0.170220725776281	30.7313198018995	0.0612348595051262	173	0.0612348595051262	0	NA	NA	NA	0	0.25
208	Ino80c	0.0824345750271676	58.5979615834939	0.0471522082119381	98.3333333333333	0.0471522082119381	1.07304360465765e-13	NA	NA	NA	0	0.25
209	Irf2	0.0886002886002886	36.9740033001273	0.0469284126257972	46.3333333333333	0.0469284126257972	3.28115785557891e-36	NA	NA	NA	0	0.25
210	Irf3	0.587061087061087	127.608043969999	0.136125401259018	665.666666666667	0.136125401259018	1.69465425945046e-105	NA	NA	NA	0	0.25
211	Irf7	0.384401332549481	109.703070939907	0.0750611665821293	1131	0.0750611665821293	6.82312040073343e-42	NA	NA	NA	0	0.25
212	Irf9	0.224181853811483	49.1600830306141	0.139907796921306	136.666666666667	0.139907796921306	9.44198214625137e-123	NA	NA	NA	0	0.25
213	Jund	0.496429907541019	32.6152955288	0.746139923959294	35.3333333333333	0.746139923959294	6.84935850704293e-303	NA	NA	NA	0	0.25
214	Keap1	0.355192132969911	86.423487712092	0.121134665838448	297.333333333333	0.121134665838448	8.46846577494343e-59	NA	NA	NA	0	0.25
215	Lbx2	0.389877612099834	110.764613622011	0.112139556431867	939.666666666667	0.112139556431867	4.75114204224423e-94	NA	NA	NA	0	0.25
216	Lcor	0.0360750360750361	8.87310263130968	0.027081595411296	9.33333333333333	0.027081595411296	6.64758392865013e-265	NA	NA	NA	0	0.25
217	Lhx6	0.321155113747706	58.6288981276417	0.110264023862228	932	0.110264023862228	9.14119200614103e-97	NA	NA	NA	0	0.25
218	Lin54	0.0813959702848592	36.3442531648364	0.0608506974966019	85.3333333333333	0.0608506974966019	6.87992748115395e-50	NA	NA	NA	0	0.25
219	Mafb	0.00952380952380953	20.0401746378931	0.0082985379603328	15	0.0082985379603328	3.15035348928121e-09	NA	NA	NA	0	0.25
220	Mafk	0.258746192079525	95.5884082083124	0.060531253871923	664.666666666667	0.060531253871923	1.71945319750206e-33	NA	NA	NA	0	0.25
221	Max	0.231667646482461	73.5939312328901	0.0697048634431685	384.333333333333	0.0697048634431685	6.91665813111363e-53	NA	NA	NA	0	0.25
222	Mbtps2	0.0398339657598917	23.3376268543257	0.016031253657639	29.3333333333333	0.0231409576515688	0.09475694439628	NA	NA	NA	0	0.25
223	Mdm2	0.0142857142857143	19.417834172455	0.0130128225873887	23.3333333333333	0.0130128225873887	4.1163143081062e-35	NA	NA	NA	0	0.25
224	Mdm4	0.0418470418470418	0.0351427823341376	0.0357182552784843	0.333333333333333	0.0357182552784843	1.64177871032488e-301	NA	NA	NA	0	0.25
225	Mecp2	0.148629148629149	23.2154706014146	0.042711866152296	100.666666666667	0.042711866152296	0	NA	NA	NA	0	0.25
226	Meis1	0.316377175636435	59.7233414987257	0.214736771245356	112.666666666667	0.214736771245356	3.90754338974677e-23	NA	NA	NA	0	0.25
227	Mga	0.10981240981241	18.4997831097776	0.0932904540621513	18	0.0932904540621513	1.46277498047249e-38	NA	NA	NA	0	0.25
228	Mlx	0.267532467532468	64.3333769185891	0.042703780908604	507	0.042703780908604	3.751836983169e-41	NA	NA	NA	0	0.25
229	Mnt	0.268731405768443	97.0057441881357	0.0495601198852465	471.333333333333	0.0495601198852465	9.10043537702867e-08	NA	NA	NA	0	0.25
230	Mtf1	0.139194413268487	60.5994797028616	0.0663158030593323	126	0.0663158030593323	2.13355078678202e-24	NA	NA	NA	0	0.25
231	Mxi1	0.155555555555556	39.9643153884935	0.0209844052508016	161	0.0209844052508016	1.96419315592949e-50	NA	NA	NA	0	0.25
232	Nab1	0.227352894019561	28.7048449450448	0.158510087572234	23	0.158510087572234	3.08958988461427e-29	NA	NA	NA	0	0.25
233	Nelfe	0.045021645021645	36.432231874015	0.0258548629360028	57	0.0258548629360028	8.52336545700983e-15	NA	NA	NA	0	0.25
234	Nfatc1	0.542132079169116	139.203056508531	0.123845195764286	1938.66666666667	0.123845195764286	1.63919193649568e-132	NA	NA	NA	0	0.25
235	Nfatc3	0.135642135642136	28.7327788069	0.0272157600930617	212.333333333333	0.0272157600930617	3.30100118273571e-195	NA	NA	NA	0	0.25
236	Nfe2l1	0.60987832469314	71.4619155499202	0.555789338973782	178.666666666667	0.555789338973782	0	NA	NA	NA	0	0.25
237	Nfkb2	0.506981632907559	137.863895699688	0.098969387837997	1416.66666666667	0.098969387837997	3.06437350645246e-87	NA	NA	NA	0	0.25
238	Nfya	0.233311955534178	55.2012969822706	0.107024570876373	151	0.107024570876373	1.29312441737956e-49	NA	NA	NA	0	0.25
239	Nfyc	0.0115440115440115	14.2131648638215	0.0046140776014572	10.6666666666667	0.0046140776014572	8.78426244483013e-20	NA	NA	NA	0	0.25
240	Nr1h2	0.0787878787878788	8.0480631320924	0.0770753177151974	5.66666666666667	0.0770753177151974	4.01559548436713e-101	NA	NA	NA	0	0.25
241	Nr2c2	0.167388167388167	24.1984664185578	0.0474760023999747	82.6666666666667	0.0474760023999747	0	NA	NA	NA	0	0.25
242	Nr2f6	0.307004792189977	49.9661078981508	0.112306507485587	168.333333333333	0.112306507485587	0.000910140328497203	NA	NA	NA	0	0.25
243	Nr3c1	0.423775675627527	69.5154258954204	0.280748220823648	127.666666666667	0.280748220823648	2.37525135517456e-14	NA	NA	NA	0	0.25
244	Nrbf2	0.152236652236652	49.3590025330086	0.0424586749982478	162.333333333333	0.0424586749982478	3.74024511463587e-40	NA	NA	NA	0	0.25
245	Nrf1	0.126984126984127	22.4313050703351	0.0358689596365463	71.6666666666667	0.0358689596365463	0	NA	NA	NA	0	0.25
246	Patz1	0.174941656423138	65.34225467203	0.0467443893795434	341.666666666667	0.0467443893795434	8.23000524885427e-239	NA	NA	NA	0	0.25
247	Pbx1	0.187590187590188	15.1391587660203	0.140290936256854	25	0.140290936256854	0	NA	NA	NA	0	0.25
248	Pbx2	0.115873015873016	26.2267319019807	0.05022252018939	71.3333333333333	0.05022252018939	1.58462606965614e-108	NA	NA	NA	0	0.25
249	Pbx3	0.0519480519480519	8.0521707607541	0.0346922248318983	3.66666666666667	0.0346922248318983	0	NA	NA	NA	0	0.25
250	Pbxip1	0.407250636880267	79.8854271786457	0.202725385427211	260.333333333333	0.202725385427211	8.67830725139213e-28	NA	NA	NA	0	0.25
251	Phf21a	0.207792207792208	23.2708949157554	0.087265007720357	94.3333333333333	0.087265007720357	0	NA	NA	NA	0	0.25
252	Pias1	0.145404663923182	75.9638981526351	0.00788637151254313	1255.66666666667	0.00788637151254313	6.2162651983982e-13	NA	NA	NA	0	0.25
253	Pias3	0.310150891632373	143.948540880286	0.0322207588344793	3125.33333333333	0.0322207588344793	5.63665182800477e-11	NA	NA	NA	0	0.25
254	Pknox1	0.241269841269841	51.8241684363787	0.0608082196952197	255.666666666667	0.0608082196952197	5.0542681880569e-66	NA	NA	NA	0	0.25
255	Polr2a	0.0643934940231237	38.1550628981778	0.0518450338579973	33.3333333333333	0.0518450338579973	4.4661291033769e-28	NA	NA	NA	0	0.25
256	Polr3gl	0.442370797926353	106.147654072079	0.111231553080494	931	0.111231553080494	7.97785633660733e-83	NA	NA	NA	0	0.25
257	Pou2f1	0.206349206349206	43.3614403097408	0.0295638387803117	533	0.0295638387803117	0	NA	NA	NA	0	0.25
258	Ppard	0.122655122655123	31.9718876564571	0.0162361848521004	183.666666666667	0.0162361848521004	3.07440849888586e-141	NA	NA	NA	0	0.25
259	Rab11fip3	0.194805194805195	29.3266884512164	0.0453939287208477	186	0.0453939287208477	0	NA	NA	NA	0	0.25
260	Rara	0.129392692355655	74.2966376565254	0.0344169456933908	237.333333333333	0.0344169456933908	2.04962106812386e-10	NA	NA	NA	0	0.25
261	Rbpj	0.165945165945166	38.5487018630805	0.0187668941254845	329	0.0187668941254845	2.10366993404003e-154	NA	NA	NA	0	0.25
262	Rel	0.390652557319224	101.568412910166	0.0747383867777194	1169.66666666667	0.0747383867777194	2.69907950692136e-69	NA	NA	NA	0	0.25
263	Relb	0.440393351504463	118.911918754183	0.112191719778523	961	0.112191719778523	7.5568556732073e-51	NA	NA	NA	0	0.25
264	Rest	0.3146135072061	83.7517974138023	0.123347756369808	493.333333333333	0.123347756369808	1.32147922015134e-71	NA	NA	NA	0	0.25
265	Rfx7	0.229437229437229	29.5703174872867	0.0849753992820033	206.333333333333	0.0849753992820033	0	NA	NA	NA	0	0.25
266	Rreb1	0.0952380952380952	14.6735625552128	0.0450695019110483	22	0.0450695019110483	0	NA	NA	NA	0	0.25
267	Rxrb	0.330773341884453	95.0560828537525	0.0701001429484199	353.666666666667	0.0701001429484199	2.68261531415209e-28	NA	NA	NA	0	0.25
268	Sin3a	0.0682539682539683	30.7777850599625	0.0113279153835726	157.333333333333	0.0113279153835726	1.7329476677472e-28	NA	NA	NA	0	0.25
269	Sin3b	0.217460317460317	32.9562689888722	0.0718499047576153	219.333333333333	0.0718499047576153	2.26053230420999e-140	NA	NA	NA	0	0.25
270	Slc20a1	0.0825396825396825	47.9872707063638	0.0131218381285976	166	0.0131218381285976	2.58518736401928e-13	NA	NA	NA	0	0.25
271	Smad5	0.265886376997488	73.9675766632047	0.0671656258960684	333.666666666667	0.0671656258960684	5.36538820596627e-161	NA	NA	NA	0	0.25
272	Smarca5	0.35837029911104	80.1560178214349	0.150218384360954	265	0.150218384360954	5.41569206126007e-89	NA	NA	NA	0	0.25
273	Smarcb1	0.137833360055582	31.444483136224	0.072696590560892	56	0.072696590560892	2.72643195210084e-163	NA	NA	NA	0	0.25
274	Smarcc2	0.193034400441808	66.2799401458452	0.0795513109809765	137.666666666667	0.0795513109809765	2.50196013754919e-43	NA	NA	NA	0	0.25
275	Sp1	0.558630395667433	82.1952339893594	0.303897016667646	223.333333333333	0.303897016667646	3.03581824321276e-191	NA	NA	NA	0	0.25
276	Sp110	0.448775230256712	83.2217803588804	0.176486509386688	640	0.176486509386688	4.3362575265315e-180	NA	NA	NA	0	0.25
277	Sp140	0.231569664902998	99.2493862310854	0.0378544486608387	1133.33333333333	0.0378544486608387	1.01253642762806e-17	NA	NA	NA	0	0.25
278	Sp2	0.174337733596993	72.3537248440135	0.0593178696685924	173.333333333333	0.0593178696685924	3.53088821896003e-48	NA	NA	NA	0	0.25
279	Sp3	0.119876008764898	40.3652383449338	0.0543234302487687	71.6666666666667	0.0543234302487687	6.4807224132238e-68	NA	NA	NA	0	0.25
280	Srebf1	0.0476190476190476	20.4792769420974	0.0077309001376395	45	0.0077309001376395	2.51984477043212e-38	NA	NA	NA	0	0.25
281	Srebf2	0.337106514884293	92.2419185935953	0.0667011605657362	527.666666666667	0.0667011605657362	6.11588756653777e-08	NA	NA	NA	0	0.25
282	Srf	0.210049347086384	90.172582237871	0.0686378792702891	354.666666666667	0.0686378792702891	2.42915134573339e-32	NA	NA	NA	0	0.25
283	Stat1	0.275818146188517	72.4794476228806	0.125564087200794	318	0.125564087200794	2.08974304509126e-16	NA	NA	NA	0	0.25
284	Stat3	0.40409206705503	86.1989753341838	0.137847079405409	328.666666666667	0.137847079405409	8.12545344734837e-52	NA	NA	NA	0	0.25
285	Stat5b	0.243867243867244	50.4781941054266	0.0870021029764273	167.666666666667	0.0870021029764273	3.58085778632463e-44	NA	NA	NA	0	0.25
286	Taf1	0.185582455952826	68.4626462176637	0.0650342719604703	165	0.0650342719604703	0.0131301973599647	NA	NA	NA	0	0.25
287	Tcf3	0.365540769244473	87.4967457301015	0.13612904391159	361.666666666667	0.13612904391159	2.25894570410787e-119	NA	NA	NA	0	0.25
288	Tead2	0.370425596351522	99.3864326369466	0.0957541491121333	1823.66666666667	0.0957541491121333	4.1324197542913e-55	NA	NA	NA	0	0.25
289	Terf2	0.0700621737658775	37.737928971499	0.0345764356613894	61.6666666666667	0.0345764356613894	0.00701930300228613	NA	NA	NA	0	0.25
290	Tfdp2	0.217893217893218	51.0388560888218	0.0310748981804915	858.666666666667	0.0310748981804915	0	NA	NA	NA	0	0.25
291	Thap11	0.430247804321878	124.916229654794	0.0680968382394786	1139.66666666667	0.0680968382394786	2.45411196442513e-44	NA	NA	NA	0	0.25
292	Thap2	0.169846614291059	37.0985308121436	0.022632172606684	367.333333333333	0.0285800654136309	0.102194636689541	NA	NA	NA	0	0.25
293	Thap3	0.21979940498459	58.2279019879594	0.0555158132315481	379	0.0555158132315481	1.74790622003361e-110	NA	NA	NA	0	0.25
294	Topors	0.451618477544403	113.061337567486	0.110251438807069	849	0.110251438807069	2.86799680427699e-72	NA	NA	NA	0	0.25
295	Trim28	0.026984126984127	19.576799283871	0.0243705103171947	8.33333333333333	0.0243705103171947	8.68085509204357e-48	NA	NA	NA	0	0.25
296	Trp53	0.216314823722231	55.9007310805005	0.133826745485776	138.333333333333	0.133826745485776	1.49228550424305e-45	NA	NA	NA	0	0.25
297	Ube2a	0.156888105036253	44.8633110293533	0.095011151378148	79.3333333333333	0.095011151378148	2.49143532159831e-71	NA	NA	NA	0	0.25
298	Ube2b	0.325544688507652	48.5882972369689	0.228914481387813	133.666666666667	0.228914481387813	3.27520135919442e-101	NA	NA	NA	0	0.25
299	Ubp1	0.0649350649350649	17.6324077502715	0.0216632869452231	42	0.0216632869452231	3.179187232231e-172	NA	NA	NA	0	0.25
300	Usf1	0.293807564177935	82.6647565032931	0.0743840274522453	396.666666666667	0.0743840274522453	3.9023230794269e-81	NA	NA	NA	0	0.25
301	Usf2	0.298471487360376	72.0683520324066	0.111650525334795	270.333333333333	0.111650525334795	4.69644935845697e-84	NA	NA	NA	0	0.25
302	Vtn	0.142857142857143	18.3220765950417	0.0654973446864997	45.3333333333333	0.0654973446864997	0	NA	NA	NA	0	0.25
303	Wrnip1	0.120923520923521	52.4669530358581	0.0176959595021686	189.666666666667	0.0176959595021686	2.40869238340242e-20	NA	NA	NA	0	0.25
304	Xbp1	0.355890474408993	85.5036326897414	0.172897139258538	416.666666666667	0.172897139258538	7.21443348314533e-06	NA	NA	NA	0	0.25
305	Yy1	0.483686957761032	72.972622637328	0.255236648398867	203	0.255236648398867	6.2192319928705e-188	NA	NA	NA	0	0.25
306	Zbtb1	0	0.00733310013917827	0.0068202277834858	0.333333333333333	0.0068202277834858	6.26186701441467e-15	NA	NA	NA	0	0.25
307	Zbtb14	0.309290435216361	99.8499838140591	0.0687786766562064	603	0.0687786766562064	2.55866084135705e-48	NA	NA	NA	0	0.25
308	Zbtb18	0.0925925925925926	50.9490552180297	0.040377310094035	114.666666666667	0.040377310094035	1.13162638924371e-50	NA	NA	NA	0	0.25
309	Zbtb33	0.040981240981241	33.5881993667423	0.0370648643800152	73.3333333333333	0.0370648643800152	3.66052949609133e-45	NA	NA	NA	0	0.25
310	Zbtb7a	0.440480644184348	79.6536180855359	0.290209042034046	331	0.290209042034046	6.89762190545203e-71	NA	NA	NA	0	0.25
311	Zfhx3	0.164822831489498	18.0015864828098	0.0903651652927057	53.3333333333333	0.0903651652927057	3.94665145581037e-137	NA	NA	NA	0	0.25
312	Zfp110	0.226839826839827	77.1367083107874	0.02284501460122	2200	0.02284501460122	5.58096361803963e-20	NA	NA	NA	0	0.25
313	Zfp219	0.0333333333333333	37.3206162055486	0.00830250860420457	109	0.00830250860420457	6.23823917844817e-11	NA	NA	NA	0	0.25
314	Zfp24	0.360436819696079	96.6337659169313	0.0887780353312538	565	0.0887780353312538	2.68887461525643e-56	NA	NA	NA	0	0.25
315	Zfp260	0.363246218801774	81.2618543045569	0.135976668415391	326.333333333333	0.135976668415391	1.56040051978323e-34	NA	NA	NA	0	0.25
316	Zfp263	0.0150891632373114	1.47468125633034	0.0137060089574423	19	0.0137060089574423	8.79605590356973e-15	NA	NA	NA	0	0.25
317	Zfp281	0.0777777777777778	21.3299848926655	0.0425112133683747	15	0.0425112133683747	1.56443311436205e-88	NA	NA	NA	0	0.25
318	Zfp322a	0.106497069460032	43.7757905799233	0.0306632383040209	102	0.0364538925005092	0.0431468492093477	NA	NA	NA	0	0.25
319	Zfp329	0.272825254306736	60.5195584121974	0.0875799195484322	279.333333333333	0.0875799195484322	6.89787661171217e-22	NA	NA	NA	0	0.25
320	Zfp384	0.044013325494807	27.7502247412989	0.0122068313326343	101.666666666667	0.0122068313326343	5.1246045503498e-09	NA	NA	NA	0	0.25
321	Zfp397	0.22102506546951	88.2779064932549	0.0353858736213769	397.333333333333	0.0353858736213769	0.00296012998025678	NA	NA	NA	0	0.25
322	Zfp410	0.311070136996063	93.5406241044082	0.0588719230279803	433.333333333333	0.0588719230279803	0.0121518693616181	NA	NA	NA	0	0.25
323	Zfp46	0.527538168278909	118.449710797427	0.125996497565687	1230	0.125996497565687	2.04629794859064e-93	NA	NA	NA	0	0.25
324	Zfp467	0.340550122031604	85.1078928804759	0.120722983103351	271	0.120722983103351	8.4710947962927e-78	NA	NA	NA	0	0.25
325	Zfp740	0.254511606363458	85.780996246501	0.0619142332549817	252.666666666667	0.0619142332549817	4.47988030689846e-45	NA	NA	NA	0	0.25
326	Zfp768	0.192658507473322	77.6107619169885	0.0411050686327451	249.666666666667	0.0411050686327451	1.82341133736451e-08	NA	NA	NA	0	0.25
327	Zfx	0.386067019400353	125.219050273094	0.0488263714125544	769.666666666667	0.0488263714125544	1.29683885334426e-09	NA	NA	NA	0	0.25
328	Zkscan1	0.276190476190476	64.2289796817852	0.0470059674328223	415.333333333333	0.0470059674328223	9.12400067210933e-25	NA	NA	NA	0	0.25
329	Zkscan3	0.384271284271284	60.878220061349	0.109280165486196	437.333333333333	0.109280165486196	5.7735282518715e-66	NA	NA	NA	0	0.25
330	Zscan26	0.0981240981240981	18.4000025366225	0.0805795484525854	12	0.0805795484525854	1.28769538559442e-40	NA	NA	NA	0	0.25
